Floor,Hall_No,Capacity,Exam_Capacity,Day,Time_Slot,Allocation,Start_Time,End_Time,Start_Hour,End_Hour,Duration_Hours,Day_Num,Is_Allocated,Course_Code,Group,Is_Tutorial
Ground Floor,C2-003,120.0,50.0,Tuesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,1,0,,,0
Ground Floor,C2-003,120.0,50.0,Tuesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,1,0,,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,09.00 am - 10.00 am,21.2/22.1 UGC,09.00 am,10.00 am,9.0,10.0,1.0,2,1,21.2,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,2,0,,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,2,0,,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,2,0,,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,01.00 pm - 02.00 pm,21.2/22.1 UGC,01.00 pm,02.00 pm,13.0,14.0,1.0,2,1,21.2,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,2,0,,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,2,0,,,0
Ground Floor,C2-003,120.0,50.0,Wednesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,2,0,,,0
Ground Floor,C2-003,120.0,50.0,Thursday,09.00 am - 10.00 am,21.2/22.1 UGC,09.00 am,10.00 am,9.0,10.0,1.0,3,1,21.2,,0
Ground Floor,C2-003,120.0,50.0,Thursday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,3,0,,,0
Ground Floor,C2-003,120.0,50.0,Thursday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,3,0,,,0
Ground Floor,C2-003,120.0,50.0,Thursday,12.00 pm - 01.00 pm,24.1 Group A Tute,12.00 pm,01.00 pm,12.0,13.0,1.0,3,1,24.1,A,1
Ground Floor,C2-003,120.0,50.0,Thursday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,3,0,,,0
Ground Floor,C2-003,120.0,50.0,Thursday,02.00 pm - 03.00 pm,21.2/22.1 UGC,02.00 pm,03.00 pm,14.0,15.0,1.0,3,1,21.2,,0
Ground Floor,C2-003,120.0,50.0,Thursday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,3,0,,,0
Ground Floor,C2-003,120.0,50.0,Thursday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,3,0,,,0
Ground Floor,C2-003,120.0,50.0,Friday,09.00 am - 10.00 am,21.2/22.1 UGC,09.00 am,10.00 am,9.0,10.0,1.0,4,1,21.2,,0
Ground Floor,C2-003,120.0,50.0,Friday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,4,0,,,0
Ground Floor,C2-003,120.0,50.0,Friday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,4,0,,,0
Ground Floor,C2-003,120.0,50.0,Friday,12.00 pm - 01.00 pm,24.1 Group B,12.00 pm,01.00 pm,12.0,13.0,1.0,4,1,24.1,B,0
Ground Floor,C2-003,120.0,50.0,Friday,01.00 pm - 02.00 pm,24.1 Group B,01.00 pm,02.00 pm,13.0,14.0,1.0,4,1,24.1,B,0
Ground Floor,C2-003,120.0,50.0,Friday,02.00 pm - 03.00 pm,21.2/22.1 UGC,02.00 pm,03.00 pm,14.0,15.0,1.0,4,1,21.2,,0
Ground Floor,C2-003,120.0,50.0,Friday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,4,0,,,0
Ground Floor,C2-003,120.0,50.0,Friday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,4,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Saturday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,5,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,6,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,6,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,6,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,6,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,6,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,6,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,6,0,,,0
Ground Floor,C2-003,120.0,50.0,Sunday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Monday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Monday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Monday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Monday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Monday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Monday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Monday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Monday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,0,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Tuesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,1,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Wednesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,2,0,,,0
Ground Floor,C2-005,50.0,,Thursday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Thursday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Thursday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Thursday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Thursday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Thursday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Thursday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Thursday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,3,0,,,0
Ground Floor,C2-005,50.0,,Friday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Friday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Friday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Friday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Friday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Friday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Friday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Friday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,4,0,,,0
Ground Floor,C2-005,50.0,,Saturday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Saturday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Saturday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Saturday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Saturday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Saturday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Saturday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Saturday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,5,0,,,0
Ground Floor,C2-005,50.0,,Sunday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Sunday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Sunday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Sunday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Sunday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Sunday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Sunday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,6,0,,,0
Ground Floor,C2-005,50.0,,Sunday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Monday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Monday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Monday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Monday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Monday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Monday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Monday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Monday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,0,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Tuesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,1,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Wednesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,2,0,,,0
Ground Floor,C2-006,50.0,,Thursday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Thursday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Thursday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Thursday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Thursday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Thursday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Thursday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Thursday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,3,0,,,0
Ground Floor,C2-006,50.0,,Friday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Friday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Friday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Friday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Friday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Friday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Friday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Friday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,4,0,,,0
Ground Floor,C2-006,50.0,,Saturday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Saturday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Saturday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Saturday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Saturday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Saturday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Saturday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Saturday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,5,0,,,0
Ground Floor,C2-006,50.0,,Sunday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Sunday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Sunday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Sunday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Sunday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Sunday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Sunday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,6,0,,,0
Ground Floor,C2-006,50.0,,Sunday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,6,0,,,0
Ground Floor,C2-007,50.0,40.0,Monday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,0,0,,,0
Ground Floor,C2-007,50.0,40.0,Monday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,0,0,,,0
Ground Floor,C2-007,50.0,40.0,Monday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,0,0,,,0
Ground Floor,C2-007,50.0,40.0,Monday,12.00 pm - 01.00 pm,24.1 Group A Tute,12.00 pm,01.00 pm,12.0,13.0,1.0,0,1,24.1,A,1
Ground Floor,C2-007,50.0,40.0,Monday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,0,0,,,0
Ground Floor,C2-007,50.0,40.0,Monday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,0,0,,,0
Ground Floor,C2-007,50.0,40.0,Monday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,0,0,,,0
Ground Floor,C2-007,50.0,40.0,Monday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,0,0,,,0
Ground Floor,C2-007,50.0,40.0,Tuesday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,1,0,,,0
Ground Floor,C2-007,50.0,40.0,Tuesday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,1,0,,,0
Ground Floor,C2-007,50.0,40.0,Tuesday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,1,0,,,0
Ground Floor,C2-007,50.0,40.0,Tuesday,12.00 pm - 01.00 pm,24.1 Group B Tute,12.00 pm,01.00 pm,12.0,13.0,1.0,1,1,24.1,B,1
Ground Floor,C2-007,50.0,40.0,Tuesday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,1,0,,,0
Ground Floor,C2-007,50.0,40.0,Tuesday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,1,0,,,0
Ground Floor,C2-007,50.0,40.0,Tuesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,1,0,,,0
Ground Floor,C2-007,50.0,40.0,Tuesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,1,0,,,0
Ground Floor,C2-007,50.0,40.0,Wednesday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,2,0,,,0
Ground Floor,C2-007,50.0,40.0,Wednesday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,2,0,,,0
Ground Floor,C2-007,50.0,40.0,Wednesday,11.00 am - 12.00 pm,23.2 Group B,11.00 am,12.00 pm,11.0,12.0,1.0,2,1,23.2,B,0
Ground Floor,C2-007,50.0,40.0,Wednesday,12.00 pm - 01.00 pm,Available,12.00 pm,01.00 pm,12.0,13.0,1.0,2,0,,,0
Ground Floor,C2-007,50.0,40.0,Wednesday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,2,0,,,0
Ground Floor,C2-007,50.0,40.0,Wednesday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,2,0,,,0
Ground Floor,C2-007,50.0,40.0,Wednesday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,2,0,,,0
Ground Floor,C2-007,50.0,40.0,Wednesday,04.00 pm - 05.00 pm,Available,04.00 pm,05.00 pm,16.0,17.0,1.0,2,0,,,0
Ground Floor,C2-007,50.0,40.0,Thursday,09.00 am - 10.00 am,Available,09.00 am,10.00 am,9.0,10.0,1.0,3,0,,,0
Ground Floor,C2-007,50.0,40.0,Thursday,10.00 am - 11.00 am,Available,10.00 am,11.00 am,10.0,11.0,1.0,3,0,,,0
Ground Floor,C2-007,50.0,40.0,Thursday,11.00 am - 12.00 pm,Available,11.00 am,12.00 pm,11.0,12.0,1.0,3,0,,,0
Ground Floor,C2-007,50.0,40.0,Thursday,12.00 pm - 01.00 pm,24.1 Group A Tute,12.00 pm,01.00 pm,12.0,13.0,1.0,3,1,24.1,A,1
Ground Floor,C2-007,50.0,40.0,Thursday,01.00 pm - 02.00 pm,Available,01.00 pm,02.00 pm,13.0,14.0,1.0,3,0,,,0
Ground Floor,C2-007,50.0,40.0,Thursday,02.00 pm - 03.00 pm,Available,02.00 pm,03.00 pm,14.0,15.0,1.0,3,0,,,0
Ground Floor,C2-007,50.0,40.0,Thursday,03.00 pm - 04.00 pm,Available,03.00 pm,04.00 pm,15.0,16.0,1.0,3,0,,,0
